,text,aspect,label
569,yes you can have multiple workspace with the paid account and unfortunately you cannot associate their workspace the glassworks account since you are billed for every workspace and not per account alex,workspace,1
570,trying share youtube,Youtube.,1
571,how remake the language into russian iphone,Russian,1
572,polish language and dark motif,language,0
573,unlimited plan the way,plan,1
574,there any way know before hand the exact timeline text easier simply adjust the duration the videos pictures dragged accordingly while dropping,text,0
575,also not letting customers use supr credit towards milk purchase just taking them away from your,towards,0
576,you can save the draft but you can not share your draft you have export,save,1
577,sorry should say does not play facebook cover mobile,facebook,1
578,there upload limit the paid plan,upload,1
579,wish was spanish,Spanish,1
580,there just tried upgrade account,account,1
581,last edited april,edited,1
582,free user friendly and very helpful organizing any collections one may have,free,2
583,look this great but you need work two things,"app,",2
584,the lack calendar view makes the useless ipad,calendar,0
585,there are two slides the first slide iam facing this issue,slide,0
586,there way video scen not resizing,resizing,1
587,does not support any below android,Android,0
588,bug from android launcher opening web link inline object case board,Android,0
589,like how notionhq arranges itself accordance with basic aesthetic principles,aesthetic,2
590,please improve the mobile version,mobile app,0
591,you create free plan like this many people will use and affect the quality and the speed rending invideo wonder why got problem while render and edit video,edit,0
592,better your delivery and customer service,delivery,0
